trans_id,timestamp,send_account,receiver_account,amount,is_flag
T100104,2023-11-22T04:36:45.653374,ACC403742,ACC773088,42.91,False
T100609,2023-08-24T16:31:10.165884,ACC104872,ACC584202,16.71,False
T100752,2023-03-09T01:27:45.655743,ACC456316,ACC576102,88.22,False
T100946,2023-05-14T21:00:18.799407,ACC923278,ACC704845,85.31,False
T100844,2023-12-06T21:11:47.696988,ACC566679,ACC499948,398.91,False
T100062,2023-06-22T21:08:14.508663,ACC688678,ACC443939,467.77,False
T100281,2023-05-25T07:01:41.582902,ACC849666,ACC872924,51.93,False
T100918,2023-12-07T18:09:15.743156,ACC728669,ACC992935,1425.74,False
T100238,2023-02-03T20:26:34.989022,ACC323717,ACC795556,18.15,False
T100223,2023-09-12T03:26:53.131446,ACC985364,ACC267138,1733.78,False
T100145,2023-02-19T10:53:17.681866,ACC514913,ACC448354,174.88,False
T5036530,2023-04-12T17:34:06.802428,ACC904021,ACC391436,1037.92,True
T100373,2023-07-04T08:14:16.497756,ACC390607,ACC157105,520.76,False
T100118,2023-06-30T10:40:22.087900,ACC992400,ACC628705,124.67,False
T3758652,2023-08-18T04:30:21.189411,ACC740201,ACC345564,542.08,True
T100250,2023-02-28T20:47:18.171350,ACC693297,ACC791444,296.9,False
T3572984,2023-04-22T14:20:59.613300,ACC374690,ACC628566,50.33,True
T100009,2023-07-13T09:25:20.560022,ACC543692,ACC322086,203.05,False
T100449,2023-10-11T09:30:24.951204,ACC188374,ACC138766,27.05,False
T100708,2023-03-02T08:23:47.867820,ACC790601,ACC254655,277.92,False
T100255,2023-03-22T14:37:37.264119,ACC730025,ACC249644,435.98,False
T100593,2023-12-05T16:48:57.614003,ACC549192,ACC491246,307.79,False
T100389,2023-12-03T08:08:55.057850,ACC207392,ACC328459,348.8,False
T100869,2023-09-09T06:01:32.220171,ACC847237,ACC669141,17.93,False
T2193088,2023-11-30T19:36:56.700131,ACC196607,ACC556412,17.92,True
T100557,2023-01-26T06:07:35.125956,ACC649205,ACC628345,1085.04,False
T2687732,2023-04-26T16:20:08.945148,ACC791882,ACC529195,73.54,True
T100460,2023-02-03T08:22:47.084070,ACC668096,ACC276324,26.02,False
T100723,2023-04-17T22:22:11.470268,ACC573431,ACC807265,28.62,False
T4378390,2023-07-15T00:42:38.294466,ACC807756,ACC882309,0.01,True
T100144,2023-04-09T11:43:48.433887,ACC617077,ACC253023,1607.46,False
T100501,2023-01-06T20:29:48.348214,ACC115267,ACC453492,268.03,False
T3630933,2023-08-13T00:20:34.575389,ACC365763,ACC357688,1537.77,True
T100739,2023-10-16T10:32:28.577455,ACC305967,ACC601532,999.1,False
T1801673,2023-02-15T13:34:42.829163,ACC903901,ACC106737,260.35,True
T100731,2023-11-06T22:20:11.598323,ACC890183,ACC930072,753.54,False
T100539,2023-03-07T02:24:24.556394,ACC421440,ACC717429,405.23,False
T100177,2023-07-13T16:10:29.726997,ACC540208,ACC615929,968.35,False
T4968726,2023-11-25T23:11:13.678419,ACC993582,ACC408754,707.44,True
T100697,2023-12-31T19:44:55.024666,ACC576557,ACC614117,382.07,False
T534947,2023-04-18T11:31:21.390220,ACC382062,ACC690067,9.95,True
T4618970,2023-06-11T11:27:13.964833,ACC851204,ACC423919,173.38,True
T100910,2023-08-25T17:20:40.240129,ACC121695,ACC204291,116.21,False
T1669035,2023-05-31T07:46:10.528478,ACC819566,ACC709976,26.88,True
T413376,2023-08-10T08:23:15.311696,ACC316584,ACC285791,9.08,True
T100007,2023-06-09T06:32:36.945101,ACC103402,ACC857168,29.79,False
T100782,2023-03-10T13:52:06.453521,ACC709113,ACC519028,9.04,False
T100667,2023-09-14T11:59:45.403288,ACC292362,ACC858862,591.22,False
T3060511,2023-07-08T04:29:30.920328,ACC980185,ACC370583,75.37,True
T100357,2023-01-14T13:29:37.954284,ACC454123,ACC926045,1266.68,False
T100939,2023-12-13T17:10:06.644999,ACC687270,ACC602605,28.27,False
T100329,2023-10-08T14:44:18.311732,ACC427659,ACC123572,44.44,False
T100985,2023-06-15T15:19:32.338316,ACC632188,ACC580127,811.22,False
T3319337,2023-04-23T20:16:42.148590,ACC806432,ACC262752,54.83,True
T3089435,2023-07-28T03:52:29.302390,ACC282407,ACC132931,6.68,True
T100258,2023-04-04T04:34:40.536633,ACC187889,ACC397026,70.21,False
T1853884,2023-07-04T13:15:20.245410,ACC986126,ACC469902,7.11,True
T100372,2023-03-06T16:20:32.826894,ACC839113,ACC170260,501.52,False
T2139194,2023-01-16T00:27:20.619413,ACC358809,ACC467210,27.88,True
T100838,2023-10-06T17:48:47.813961,ACC338442,ACC350887,1569.47,False
T100142,2023-09-28T09:22:49.193166,ACC478221,ACC211726,1014.57,False
T100525,2023-04-28T03:04:21.304998,ACC936258,ACC812299,483.77,False
T3133975,2023-11-21T15:41:15.525221,ACC347592,ACC927412,6.46,True
T100914,2023-10-11T06:32:21.159094,ACC831229,ACC170150,94.49,False
T3428919,2023-10-23T03:31:13.999082,ACC463626,ACC260410,238.52,True
T2330732,2023-01-13T13:51:00.365891,ACC144113,ACC686676,948.55,True
T100440,2023-07-01T10:20:59.607808,ACC463608,ACC570103,122.58,False
T100531,2023-04-12T06:53:33.045517,ACC566740,ACC485166,763.44,False
T3116086,2023-12-11T03:16:08.596739,ACC264913,ACC305532,319.83,True
T100226,2023-01-19T16:04:20.133309,ACC677236,ACC774567,68.78,False
T100953,2023-05-25T08:44:49.951083,ACC945891,ACC248285,505.22,False
T100228,2023-09-20T00:55:28.836522,ACC850689,ACC574514,1526.1,False
T3053698,2023-06-02T23:04:18.493602,ACC597726,ACC922740,488.5,True
T2992895,2023-08-24T09:23:12.630157,ACC840934,ACC832441,9.68,True
T100212,2023-11-13T23:36:21.306624,ACC708502,ACC750803,1095.17,False
T100079,2023-10-04T02:56:43.544989,ACC570711,ACC814220,98.6,False
T100148,2023-12-29T05:32:14.576884,ACC710527,ACC520274,26.43,False
T1578481,2023-12-08T09:34:58.782696,ACC964391,ACC513746,109.03,True
T100671,2023-12-02T23:38:16.404153,ACC840632,ACC985778,979.01,False
T1313365,2023-11-29T17:14:16.321747,ACC154268,ACC463792,31.1,True
T100988,2023-01-20T06:23:56.028437,ACC131350,ACC795803,23.74,False
T1780805,2023-11-20T16:31:32.871018,ACC125631,ACC194977,1525.91,True
T100133,2023-10-06T09:52:11.176151,ACC312994,ACC488712,16.25,False
T3561551,2023-09-20T04:02:31.305301,ACC317458,ACC308128,153.19,True
T100408,2023-08-17T16:41:00.792731,ACC804181,ACC900527,103.64,False
T100936,2023-02-13T23:35:44.777517,ACC314081,ACC484452,33.04,False
T100507,2023-07-17T17:22:15.415051,ACC360401,ACC940383,413.67,False
T1058889,2023-06-14T15:29:35.265988,ACC811287,ACC612155,1002.42,True
T100504,2023-09-06T08:24:30.873939,ACC239388,ACC448176,406.72,False
T100940,2023-07-11T17:39:52.692368,ACC372271,ACC373825,9.31,False
T100347,2023-10-01T01:16:43.599430,ACC345011,ACC498249,2.01,False
T100386,2023-12-30T00:21:24.039510,ACC727983,ACC881782,13.35,False
T100000,2023-08-22T09:22:43.516168,ACC877572,ACC388389,343.78,False
T100360,2023-05-03T14:00:45.555760,ACC387198,ACC248097,85.14,False
T2336729,2023-11-29T20:55:36.410710,ACC768498,ACC595683,5.16,True
T100475,2023-06-16T01:52:57.076448,ACC933790,ACC548901,706.02,False
T2827727,2023-12-30T01:53:15.049354,ACC792888,ACC929057,1302.95,True
T100057,2023-11-26T19:35:40.382614,ACC673149,ACC265649,1401.61,False
T100637,2023-11-19T16:02:09.210968,ACC390354,ACC109563,458.62,False
T4741966,2023-02-15T09:49:16.604653,ACC788778,ACC143420,314.26,True
T100979,2023-03-04T08:59:14.537654,ACC178830,ACC114694,302.67,False
T100865,2023-06-14T11:29:46.488329,ACC884972,ACC233511,42.9,False
T100172,2023-09-25T15:31:04.573136,ACC908903,ACC130782,66.56,False
T100450,2023-11-22T16:11:50.656273,ACC721285,ACC371256,653.95,False
T100125,2023-09-08T01:43:04.446946,ACC665497,ACC239449,15.08,False
T100889,2023-12-29T06:47:31.773103,ACC880494,ACC845647,8.63,False
T100530,2023-02-05T16:22:41.273295,ACC288358,ACC155021,461.52,False
T100713,2023-08-28T21:24:32.288003,ACC942583,ACC946112,61.8,False
T100090,2023-04-20T23:05:04.072471,ACC350021,ACC540218,67.03,False
T2602778,2023-09-06T10:56:33.339102,ACC655228,ACC133519,6.43,True
T100181,2023-12-15T02:21:58.592794,ACC682959,ACC884417,220.91,False
T100915,2023-08-26T07:45:33.786586,ACC886151,ACC978202,1512.27,False
T100786,2023-10-08T13:47:24.688413,ACC715380,ACC429733,1491.25,False
T100414,2023-12-18T18:38:32.561156,ACC480631,ACC598306,9.0,False
T100251,2023-12-02T01:49:15.706966,ACC141843,ACC780027,63.63,False
T100069,2023-06-15T02:37:15.829881,ACC533914,ACC455395,65.94,False
T100803,2023-02-22T17:51:49.761522,ACC159468,ACC216775,792.6,False
T100131,2023-09-04T16:21:57.689132,ACC141468,ACC176319,563.0,False
T100300,2023-02-03T10:07:35.991451,ACC403859,ACC924566,3.17,False
T100932,2023-11-13T12:59:29.870649,ACC589771,ACC532390,126.97,False
T100326,2023-09-15T20:07:54.380059,ACC844321,ACC133164,12.26,False
T1599605,2023-10-01T08:25:36.573982,ACC145938,ACC268532,471.23,True
T3628306,2023-06-13T17:56:33.509805,ACC708543,ACC252533,52.37,True
T100499,2023-03-06T19:35:33.540649,ACC660625,ACC877462,25.25,False
T100922,2023-07-19T21:39:31.072665,ACC550597,ACC321257,22.51,False
T100832,2023-04-01T20:05:24.006461,ACC103201,ACC443109,35.52,False
T100364,2023-08-14T17:20:15.036101,ACC145421,ACC209493,1384.5,False
T100495,2023-04-16T16:06:26.051566,ACC463627,ACC834335,25.16,False
T1913423,2023-04-26T15:10:34.951965,ACC216786,ACC228776,9.25,True
T100338,2023-11-08T04:56:43.339176,ACC487158,ACC675547,900.19,False
T100421,2023-06-07T16:15:47.656565,ACC729232,ACC326037,18.38,False
T100164,2023-06-06T18:03:46.947661,ACC837880,ACC199807,1400.15,False
T100028,2023-12-28T08:56:16.399904,ACC432711,ACC891937,232.33,False
T100516,2023-03-10T04:51:51.622939,ACC307639,ACC610102,147.64,False
T100193,2023-10-16T15:16:29.105802,ACC782591,ACC895075,589.43,False
T100882,2023-10-10T10:02:45.979633,ACC956990,ACC921185,345.82,False
T4141483,2023-03-29T01:28:17.769121,ACC640829,ACC992391,1898.96,True
T2981835,2023-09-26T09:15:20.585579,ACC296247,ACC842908,34.79,True
T100169,2023-01-06T06:49:49.473673,ACC141761,ACC163406,1.88,False
T3043642,2023-05-18T05:31:39.474236,ACC824568,ACC684464,0.01,True
T100652,2023-12-24T20:29:20.325502,ACC561664,ACC781478,47.24,False
T100173,2023-02-27T13:02:07.564005,ACC701790,ACC806866,0.01,False
T100518,2023-08-31T21:13:23.368759,ACC201546,ACC321321,650.37,False
T3659446,2023-01-10T16:22:20.967219,ACC570099,ACC866256,183.63,True
T3841407,2023-09-25T18:34:22.714982,ACC494934,ACC465560,274.87,True
T100491,2023-07-15T08:08:14.954713,ACC597840,ACC213915,31.12,False
T100073,2023-06-15T18:56:13.654664,ACC488028,ACC426775,12.32,False
T3626131,2023-08-05T04:35:13.500724,ACC698041,ACC497450,10.86,True
T100587,2023-07-19T13:54:41.408401,ACC252582,ACC771315,0.01,False
T100750,2023-05-26T06:39:28.490690,ACC936865,ACC150364,1111.97,False
T100657,2023-05-30T21:25:52.972230,ACC183410,ACC389874,9.13,False
T100842,2023-11-21T00:04:22.318458,ACC478471,ACC586308,1346.03,False
T100234,2023-09-07T14:29:57.404773,ACC980155,ACC165046,8.43,False
T100732,2023-08-23T10:13:53.780898,ACC580501,ACC843527,167.53,False
T100214,2023-10-14T16:26:51.122083,ACC235691,ACC744328,29.9,False
T100162,2023-07-19T22:26:25.045803,ACC693643,ACC993829,171.08,False
T100132,2023-12-01T16:30:20.735115,ACC733760,ACC837954,492.52,False
T3702730,2023-07-22T22:20:31.670683,ACC100289,ACC156563,8.73,True
T100222,2023-12-15T22:34:51.639135,ACC868677,ACC197466,20.41,False
T4720040,2023-07-04T16:03:39.150546,ACC612784,ACC660872,1217.35,True
T100185,2023-07-19T08:58:33.531090,ACC460745,ACC693128,19.35,False
T100041,2023-02-07T10:40:04.029099,ACC701949,ACC398151,28.53,False
T100692,2023-10-19T14:42:28.993765,ACC776153,ACC903266,35.8,False
T100108,2023-02-19T05:16:12.393742,ACC862847,ACC483545,385.5,False
T100038,2023-07-23T12:43:45.856472,ACC300337,ACC189771,238.44,False
T100568,2023-05-12T15:55:23.343666,ACC145452,ACC733870,472.62,False
T100966,2023-03-09T19:12:08.181963,ACC408733,ACC918443,297.94,False
T5004905,2023-10-17T21:35:23.467650,ACC268217,ACC419209,16.22,True
T3344443,2023-12-16T08:21:59.297081,ACC996445,ACC713886,7.32,True
T100483,2023-01-20T18:32:55.037797,ACC232601,ACC992865,131.49,False
T100468,2023-10-05T16:46:04.607515,ACC843647,ACC475202,110.39,False
T100890,2023-05-15T23:23:44.072260,ACC714068,ACC229287,55.58,False
T100024,2023-04-24T10:20:01.107412,ACC442027,ACC521947,7.02,False
T100916,2023-02-13T18:02:12.028052,ACC924334,ACC975798,3.86,False
T100945,2023-08-21T11:12:39.437856,ACC479025,ACC859063,22.95,False
T100068,2023-11-25T15:34:36.704936,ACC737846,ACC255539,125.4,False
T100884,2023-03-06T01:16:12.893789,ACC848085,ACC360272,387.74,False
T4470151,2023-02-14T01:25:36.780290,ACC136438,ACC412156,978.89,True
T100366,2023-12-06T06:17:28.104142,ACC286710,ACC506145,17.36,False
T100505,2023-04-24T16:30:50.353830,ACC549312,ACC894029,434.88,False
T100850,2023-10-03T23:26:27.745093,ACC272256,ACC144832,38.11,False
T1260864,2023-07-03T05:47:11.229673,ACC959178,ACC604853,27.39,True
T100383,2023-11-02T18:04:51.683570,ACC190259,ACC250616,178.45,False
T100734,2023-11-10T22:07:59.534925,ACC767693,ACC338989,713.87,False
T100717,2023-03-06T16:02:48.318708,ACC199166,ACC232177,281.77,False
T1738014,2023-11-15T23:36:15.889714,ACC680605,ACC672747,1310.66,True
T100454,2023-10-01T04:18:27.507221,ACC487272,ACC224535,28.78,False
T100264,2023-05-08T03:52:54.402266,ACC337288,ACC735818,228.25,False
T100075,2023-03-16T20:44:47.649619,ACC904624,ACC243901,18.72,False
T100232,2023-04-21T00:28:44.623954,ACC674416,ACC429159,428.56,False
T100444,2023-12-18T11:47:19.230798,ACC211035,ACC919621,0.01,False
T100395,2023-02-20T01:35:32.497341,ACC838963,ACC402274,0.01,False
T100611,2023-02-21T01:18:48.776577,ACC820999,ACC859434,56.89,False
T100176,2023-08-05T14:12:45.325681,ACC910143,ACC913575,494.45,False
T100018,2023-03-17T03:30:44.841559,ACC994343,ACC376807,4.49,False
T1299640,2023-10-18T03:17:40.048375,ACC602725,ACC530638,1814.34,True
T100986,2023-07-17T17:00:21.913256,ACC295833,ACC127491,65.8,False
T100341,2023-03-24T22:29:25.603017,ACC733941,ACC107790,2.72,False
T100999,2023-08-23T16:37:06.137292,ACC938139,ACC441813,42.08,False
T100879,2023-11-28T22:29:13.881547,ACC558607,ACC367309,17.8,False
T100595,2023-06-01T13:18:30.029466,ACC838024,ACC922749,105.21,False
T100061,2023-12-20T18:16:58.750854,ACC483542,ACC194689,86.37,False
T4542931,2023-12-06T03:42:52.413516,ACC926990,ACC776150,12.71,True
T100272,2023-03-14T12:30:49.521024,ACC256812,ACC595962,538.54,False
T2545551,2023-07-23T10:06:19.777205,ACC192562,ACC858966,433.22,True
T100872,2023-04-25T11:07:25.486549,ACC289902,ACC228887,25.19,False
T3179529,2023-07-19T09:52:02.471504,ACC947352,ACC167933,11.51,True
T2671036,2023-06-17T21:52:45.082643,ACC456836,ACC707125,990.29,True
T100278,2023-06-11T22:05:07.220005,ACC237654,ACC652329,55.16,False
T2782645,2023-02-05T10:21:38.483358,ACC106873,ACC800175,725.13,True
T100694,2023-05-11T05:43:36.108094,ACC432369,ACC656464,994.04,False
T100368,2023-01-06T20:03:13.633469,ACC871939,ACC358635,11.52,False
T4238840,2023-12-12T10:53:58.431176,ACC391164,ACC720953,1205.84,True
T100036,2023-12-18T12:29:56.719679,ACC968962,ACC582071,211.42,False
T100735,2023-05-18T06:24:58.426771,ACC779872,ACC277336,27.86,False
T5025489,2023-08-26T15:48:24.135001,ACC330179,ACC677001,372.77,True
T100662,2023-11-07T00:55:58.437453,ACC936979,ACC153929,194.92,False
T4860514,2023-12-25T00:43:23.878112,ACC687867,ACC114677,15.02,True
T3771064,2023-02-08T11:37:00.832829,ACC948181,ACC543359,15.42,True
T100547,2023-02-27T16:19:20.311721,ACC362285,ACC337078,193.0,False
T1961363,2023-12-12T06:46:21.037764,ACC738885,ACC420783,18.51,True
T100688,2023-05-27T03:47:36.840592,ACC223295,ACC556633,63.29,False
T100738,2023-01-16T11:26:21.339330,ACC378673,ACC678788,46.39,False
T100191,2023-12-09T01:23:06.257527,ACC447255,ACC881549,1674.4,False
T100919,2023-04-25T09:38:22.058116,ACC891507,ACC667600,832.66,False
T100456,2023-11-15T05:56:11.237382,ACC604550,ACC700896,19.37,False
T100868,2023-08-06T06:14:24.888018,ACC428258,ACC439910,71.94,False
T100393,2023-10-13T18:49:36.164911,ACC353569,ACC629435,1188.31,False
T100675,2023-11-04T05:27:38.223136,ACC800423,ACC608622,45.76,False
T100760,2023-04-23T13:07:40.079527,ACC491311,ACC982298,7.76,False
T843466,2023-02-15T13:00:12.982328,ACC837331,ACC369080,59.18,True
T100728,2023-09-22T05:00:23.559181,ACC283722,ACC595104,530.25,False
T100419,2023-05-25T03:00:32.473536,ACC975224,ACC698097,399.06,False
T100375,2023-11-17T00:56:23.648442,ACC757746,ACC123792,19.54,False
T100412,2023-12-12T05:06:01.311277,ACC983687,ACC247388,91.21,False
T100074,2023-08-11T02:59:08.970660,ACC386436,ACC326040,1084.2,False
T4256187,2023-10-05T07:36:54.496119,ACC895652,ACC216420,836.92,True
T3288804,2023-07-03T18:27:26.885887,ACC830739,ACC627407,142.68,True
T100500,2023-09-13T03:27:47.179433,ACC950931,ACC648273,1608.45,False
T100825,2023-06-15T05:03:55.206382,ACC873701,ACC887010,186.06,False
T100195,2023-09-13T10:26:35.251269,ACC865433,ACC666362,25.93,False
T5068346,2023-11-22T10:57:32.085118,ACC616143,ACC583687,58.1,True
T100616,2023-11-17T18:28:44.505334,ACC215552,ACC352248,0.01,False
T100114,2023-04-27T04:16:36.934902,ACC687713,ACC934042,67.09,False
T100417,2023-09-11T19:02:25.695437,ACC772528,ACC772758,178.43,False
T100601,2023-11-22T13:53:25.587468,ACC572780,ACC947825,263.15,False
T100969,2023-05-29T14:39:45.076311,ACC969494,ACC327155,687.14,False
T100921,2023-08-26T10:44:06.826470,ACC834734,ACC208919,486.74,False
T100604,2023-12-12T15:59:17.206522,ACC362241,ACC281361,11.72,False
T1504306,2023-02-24T05:15:49.567127,ACC632042,ACC227140,509.16,True
T100089,2023-12-02T11:23:25.667980,ACC829884,ACC971482,294.5,False
T100848,2023-04-15T15:53:23.540243,ACC727099,ACC485138,44.24,False
T2165333,2023-02-07T10:27:17.697711,ACC342554,ACC416135,108.05,True
T4234048,2023-04-25T22:26:26.922335,ACC201115,ACC440199,0.2,True
T100753,2023-07-15T03:30:39.776138,ACC797724,ACC310062,19.95,False
T100498,2023-02-12T00:37:14.161548,ACC443000,ACC802855,53.85,False
T3411029,2023-06-08T23:56:57.820501,ACC916418,ACC601744,1142.34,True
T3673329,2023-09-22T19:08:46.682082,ACC291160,ACC815358,23.1,True
T2523716,2023-04-09T06:53:38.448322,ACC542461,ACC386778,1990.43,True
T3155815,2023-02-16T20:39:29.250519,ACC446547,ACC382423,439.96,True
T100011,2023-03-31T07:39:21.036192,ACC946721,ACC526833,465.45,False
T100396,2023-12-27T01:16:11.981827,ACC297955,ACC998392,1015.28,False
T100284,2023-05-01T16:58:41.332922,ACC158760,ACC379449,60.05,False
T100555,2023-08-10T00:17:34.642416,ACC781834,ACC389351,327.34,False
T100042,2023-01-28T20:57:35.321182,ACC819796,ACC156213,447.6,False
T100841,2023-05-25T03:27:36.647406,ACC399244,ACC573589,747.95,False
T100167,2023-04-02T06:36:31.120851,ACC188341,ACC360221,81.15,False
T100416,2023-04-11T02:33:35.874000,ACC963185,ACC917319,282.99,False
T100576,2023-04-10T07:12:35.450514,ACC646833,ACC495900,445.09,False
T100834,2023-06-19T20:52:11.467759,ACC568383,ACC756293,69.13,False
T100267,2023-11-23T18:12:37.350515,ACC291663,ACC882401,425.94,False
T472773,2023-06-10T04:01:35.796646,ACC397769,ACC574121,1215.09,True
T100426,2023-03-25T22:34:42.165071,ACC593090,ACC372864,508.35,False
T100690,2023-03-14T20:35:04.245539,ACC663852,ACC580870,30.79,False
T4687960,2023-08-21T06:00:36.974473,ACC358680,ACC209044,1239.63,True
T1977025,2023-01-27T05:24:36.171171,ACC236739,ACC667671,1201.36,True
T100544,2023-09-04T20:48:51.103110,ACC336001,ACC283305,644.31,False
T720291,2023-03-25T20:52:18.453996,ACC149372,ACC623226,28.53,True
T100674,2023-11-10T19:41:36.724390,ACC324593,ACC103353,15.57,False
T100689,2023-12-09T16:08:02.000587,ACC855111,ACC993802,149.06,False
T100907,2023-12-06T21:27:50.580535,ACC699678,ACC342163,34.55,False
T1351040,2023-03-22T00:34:43.469138,ACC910896,ACC445158,125.74,True
T100851,2023-04-04T16:19:20.460366,ACC796922,ACC272702,328.04,False
T1320971,2023-07-17T09:24:39.649058,ACC453350,ACC978360,36.12,True
T100159,2023-04-16T22:33:33.165910,ACC999695,ACC639403,739.95,False
T100895,2023-05-14T10:49:04.351569,ACC519273,ACC539659,19.66,False
T100987,2023-07-01T15:42:01.649151,ACC977705,ACC974604,94.61,False
T3910276,2023-02-13T20:44:36.318089,ACC171256,ACC825386,1110.98,True
T100257,2023-11-25T06:26:52.897000,ACC780768,ACC552457,36.72,False
T4455939,2023-03-24T17:49:33.894588,ACC519350,ACC882061,50.74,True
T100335,2023-05-06T06:39:21.692338,ACC719677,ACC552091,25.87,False
T2742916,2023-06-06T07:39:33.771304,ACC619154,ACC498336,45.05,True
T100015,2023-05-29T03:04:25.786373,ACC358175,ACC707040,1258.92,False
T100515,2023-09-13T03:19:07.701009,ACC276578,ACC956046,62.15,False
T3851532,2023-12-19T10:31:30.209196,ACC996126,ACC510931,32.37,True
T100324,2023-12-04T06:10:14.676981,ACC597549,ACC935981,998.64,False
T1757555,2023-08-24T16:50:56.368620,ACC582890,ACC342504,19.51,True
T100768,2023-02-28T19:38:53.604380,ACC273681,ACC765748,36.72,False
T100607,2023-03-20T18:38:47.258904,ACC933868,ACC437181,632.5,False
T4266368,2023-06-03T08:56:58.803118,ACC776383,ACC625332,23.37,True
T100761,2023-01-06T17:51:39.318650,ACC196598,ACC540279,971.47,False
T4948638,2023-01-10T22:53:00.640509,ACC229777,ACC693287,8.14,True
T100521,2023-09-26T09:16:22.902879,ACC736667,ACC304553,571.03,False
T100022,2023-12-20T05:56:54.785269,ACC468203,ACC772642,37.3,False
T100356,2023-08-19T15:12:19.523710,ACC610135,ACC188984,19.77,False
T1285239,2023-02-05T06:12:51.331562,ACC553502,ACC392503,441.2,True
T100340,2023-02-23T04:24:14.275246,ACC789886,ACC557949,329.73,False
T100431,2023-09-01T08:57:28.061494,ACC637555,ACC309580,31.3,False
T100473,2023-11-01T06:51:12.275720,ACC644918,ACC932685,347.73,False
T100217,2023-03-04T03:18:22.820248,ACC845652,ACC782141,986.14,False
T100911,2023-01-28T23:44:15.957523,ACC227339,ACC994467,870.95,False
T2604923,2023-06-29T10:44:43.677197,ACC497844,ACC250714,598.43,True
T3076940,2023-09-14T20:24:11.577991,ACC543168,ACC116145,56.3,True
T633502,2023-12-26T17:21:58.662390,ACC859607,ACC913074,356.22,True
T100093,2023-01-14T17:58:40.807740,ACC145934,ACC929538,24.43,False
T1344277,2023-10-15T12:01:05.541610,ACC293124,ACC681591,3.52,True
T100696,2023-03-13T21:13:27.101186,ACC425468,ACC444406,1060.17,False
T100996,2023-01-03T21:55:27.779065,ACC236079,ACC346425,16.59,False
T100153,2023-03-14T01:22:14.341053,ACC375097,ACC803281,0.57,False
T5032419,2023-03-22T23:01:02.808341,ACC423728,ACC604412,36.96,True
T4664706,2023-10-20T02:36:14.257669,ACC752142,ACC980618,48.35,True
T100789,2023-09-07T07:32:25.212778,ACC276698,ACC101812,1022.81,False
T100580,2023-10-22T21:39:01.291814,ACC124835,ACC715698,391.17,False
T100703,2023-12-30T06:17:57.748896,ACC463773,ACC777388,26.55,False
T2963614,2023-09-08T04:32:32.963278,ACC281744,ACC546139,384.36,True
T100487,2023-02-06T00:03:49.683535,ACC477735,ACC140140,472.88,False
T100559,2023-04-19T12:08:45.227925,ACC678972,ACC224888,583.39,False
T100801,2023-08-31T14:48:01.565017,ACC904037,ACC298148,371.88,False
T100512,2023-05-22T05:04:33.097089,ACC270249,ACC303663,252.78,False
T100633,2023-03-24T11:14:30.451301,ACC770740,ACC993654,41.24,False
T2135826,2023-07-21T02:06:23.496018,ACC730018,ACC691927,348.73,True
T100790,2023-03-08T14:27:05.531114,ACC462018,ACC201675,553.35,False
T100116,2023-05-02T04:22:19.710297,ACC205428,ACC814281,234.08,False
T100740,2023-11-11T10:34:42.754175,ACC854955,ACC564143,145.66,False
T100830,2023-07-23T07:45:45.907644,ACC932378,ACC447142,703.27,False
T100119,2023-08-12T19:57:41.101373,ACC525187,ACC967161,23.16,False
T100656,2023-05-13T21:26:49.323537,ACC362682,ACC920433,1159.63,False
T100635,2023-02-23T09:07:05.554054,ACC293785,ACC248568,56.22,False
T100369,2023-05-25T20:14:40.448155,ACC961186,ACC202759,191.49,False
T100268,2023-02-13T20:08:08.144361,ACC808640,ACC795650,163.16,False
T100655,2023-04-06T10:28:55.947130,ACC590033,ACC881853,436.12,False
T100935,2023-03-05T00:19:03.685005,ACC345597,ACC873298,1381.06,False
T100822,2023-08-09T05:36:45.830980,ACC771712,ACC399266,319.68,False
T100866,2023-09-15T07:11:43.853565,ACC910463,ACC772556,1235.84,False
T100046,2023-08-07T19:48:04.174128,ACC870214,ACC437978,123.84,False
T4918833,2023-06-18T11:24:47.983287,ACC216400,ACC740162,47.2,True
T100991,2023-12-12T14:31:37.557326,ACC828338,ACC333067,15.77,False
T100876,2023-11-06T19:11:31.746594,ACC847031,ACC565707,0.79,False
T100773,2023-11-15T04:36:17.569781,ACC618554,ACC977353,257.02,False
T100004,2023-09-24T08:09:02.700162,ACC584714,ACC497887,24.43,False
T3761631,2023-12-07T00:26:36.997690,ACC690952,ACC978832,332.28,True
T100263,2023-03-29T07:53:16.935063,ACC265092,ACC191061,35.82,False
T4986397,2023-01-18T15:20:07.593752,ACC654784,ACC246275,627.81,True
T4992942,2023-10-03T13:16:02.580577,ACC981538,ACC771455,451.69,True
T100443,2023-08-14T12:51:04.293814,ACC689280,ACC334981,110.97,False
T1819279,2023-06-15T06:26:38.769696,ACC737894,ACC453969,27.17,True
T2894336,2023-04-20T21:19:57.320174,ACC583892,ACC422130,1557.66,True
T100837,2023-05-04T23:15:52.242537,ACC460262,ACC887324,436.37,False
T1978513,2023-09-24T03:22:48.183144,ACC487015,ACC296370,197.91,True
T100304,2023-10-02T14:06:39.971058,ACC606489,ACC753306,41.01,False
T1174827,2023-02-05T14:53:15.067152,ACC120376,ACC942356,297.67,True
T100313,2023-10-29T21:36:30.565929,ACC357657,ACC643899,71.2,False
T100149,2023-01-05T04:23:54.562535,ACC332785,ACC635482,260.07,False
T100574,2023-03-31T10:36:04.476883,ACC696831,ACC971437,763.45,False
